,source,product,comments,stars
1120,Google Shopping,Samsung S8,Needed to get used to it but I really like it,5.0
1121,Google Shopping,Samsung S8,Best cell phone I ever owned.,5.0
1122,Google Shopping,Samsung S8,"The curved edge makes it a little difficult to tap anything that might be on that edge. The other big issue with this phone so far, is that the Gadget Guard protective cover that AT&T sells for it will not stay on and can be broken with literally NO effort. I have had several now and can flip them off with my finger nail. They do not seat down to the phone's face, only a light adhesive around the edges. And when the cover is on, you can not tap the phone easily because it doesnt make contact with the face of the phone. Over all I would say the phone and protector are a bad design.",2.0
1123,Google Shopping,Samsung S8,Love it!! Battery could last longer but phone is great!!!,5.0
1124,Google Shopping,Samsung S8,"Phone is Amazing , no buttons beside the ones on the sides it's a beautiful phone , worth the preordering and money .",5.0
1125,Google Shopping,Samsung S8,"Love my galaxy 8. It does have problems downloading media pictures however, I'm hoping it's a software issue.",4.0
1126,Google Shopping,Samsung S8,I must say I have no complaints about this phone.,5.0
1127,Google Shopping,Samsung S8,Easy to use with a larger screen.,5.0
1128,Google Shopping,Samsung S8,Very excellent phone with good battery life that doesn't get hot. Very good battery life also.,5.0
1129,Google Shopping,Samsung S8,Is good. Me like Me think you like too,5.0
1130,Google Shopping,Samsung S8,Everything about this phone is awesome.,5.0
1131,Google Shopping,Samsung S8,I pre-ordered the S-8 and didn't know how much I disliked the curved screen until I got it in my hand. I took it back to the store the next day and paid the re-stocking fee. I'll keep my S-6 longer.,3.0
1132,Google Shopping,Samsung S8,"Pros: - Great Features - ""Ok Google"" is a great feature when i drive and need to message someone , or google a phone number. - Great quality Cons - It takes literally forever to Charge, I've done some research and I'm not the only one. - The finger print button is in a bad place, kinda hard to use - Battery doesn't really last that long, I really hate the fact the phone takes forever to charge even with the speed charger that it comes with - phone some times unlocks in my pocket.. - phone easily slips out of my hands..",2.0
1133,Google Shopping,Samsung S8,"Constantly getting the ""DQA has stopped working"" message. Im unable to get rid of it. I've tried the recommendations, except the one we need tro purchase to get rid of the message. We shouldn't have to pay fix this issue. Otherwise, love the phone, the videos and pictures, excellent",5.0
1134,Google Shopping,Samsung S8,Nice camera and screen quality. Battery has great life. Happy 100%.,5.0
1135,Google Shopping,Samsung S8,Only a baby or capuchin monkey could type o this phone c u need tiny fingers. It's located to use and for the most I should be able o take pictures and not have so many spelling errors.,2.0
1136,Google Shopping,Samsung S8,"This upgrade from my old HTC One M8 has been awesome, everything from the camera to the design and color, and it's fast in everything I do, even the charging speed is amazing! Couldn't be happier.",5.0
1137,Google Shopping,Samsung S8,The phone is great but the screen is very sensitive. You butt dial a lot. Make sure you get a glass screen protector,4.0
1138,Google Shopping,Samsung S8,"The phone has all the functionality you can imagine, easy to use and best camera I've ever had on a phone. AT&T as a carrier provides connectivity everywhere and anywhere I need. The retail customer service folks made it truly a seamless effort in getting the best deal and seating me and my son up for success with our account. Great experience!",5.0
1139,Google Shopping,Samsung S8,"Overall a great phone. The camera has all kind of new and good features and takes more true pictures especially sunsets. However, the lower mega pixels does not allow as much zooming as before which is disappointing.",4.0
1140,Google Shopping,Samsung S8,Love it best phone I ever had.,5.0
1141,Google Shopping,Samsung S8,A very nice phone. Has many new gadgets,5.0
1142,Google Shopping,Samsung S8,So far phone is working great had minor problems with a Wi-Fi update but got it done,5.0
1143,Google Shopping,Samsung S8,Love the Samsung Galaxy 8!,4.0
1144,Google Shopping,Samsung S8,"Camera is nice, infinity screen is nice. I'm a Samsung fan, so it's great!!",5.0
1145,Google Shopping,Samsung S8,I had a Nexus 6 for two years and loved it. Only got the S8 because the Nexus was slowing down. I am blown away by the S8. Highly recommended!,5.0
1146,Google Shopping,Samsung S8,Galaxy s 6 is better want galaxy back,2.0
1147,Google Shopping,Samsung S8,"I, am a nerd. I am a phone nerd. I am THE phone nerd. I've owned every iPhone and Android made (seriously, had 7 android just last year), and this phone is the best ever. Highly recommended",5.0
1148,Google Shopping,Samsung S8,"Beautiful phone, love the big screen. The iris scanner works great.",5.0
1149,Google Shopping,Samsung S8,"The S8 is a huge upgrade from my S4, I love it The battery life lasted a long time. I can play my Spotify all day at work and still have a 70% charge at the end of the day.",5.0
1150,Google Shopping,Samsung S8,I have been buying galaxy phones since the Vibrant. This is the best one yet. No complaints here,5.0
1151,Google Shopping,Samsung S8,"This phone is really amazing.Nice specs,fast and CAMERA is very clear",5.0
1152,Google Shopping,Samsung S8,"The Samsung Galaxy S8 exceeded expectations in looks, operation and functionally. It replaced a two year old Galaxy S6. Set-up was easy and the software interface was much improved. Port over of settings and files from old phone was fast and easy.",5.0
1153,Google Shopping,Samsung S8,"This is the best Galaxy everything !!! Smart,confortable and precisioner technology. Forever...the best !!!!",5.0
1154,Google Shopping,Samsung S8,Great phone! I love the upgrades and the infinity screen.,5.0
1155,Google Shopping,Samsung S8,the s8 is killer! upgraded from the S6,5.0
1156,Google Shopping,Samsung S8,The rounded edges make it very important that you find the right screen protector. Even with that - it lifted up with the case for a few days. Fingertip sensor on the back is the worst change. Right next to the camera and it's not a natural way to hold your hand. But face and eye recognition means I don't have to deal with that. Battery lasts much longer. Overall happy with the phone. I upgraded from the Samsung 5.,4.0
1157,Google Shopping,Samsung S8,"The Galaxy S8 is very fast and a very pretty phone. I like how thin it is compared to my old 6S plus. I am not fond of the fingerprint being on the back of the phone, it's just awkward. I think all in all it will be an upgrade over my iPhone.",4.0
1158,Google Shopping,Samsung S8,"Love my new GS8. Great phone with nice features. Love the camera and the apps. Charges quickly. Battery does go down fast depending on usage. Otherwise, I think this is a great phone.",5.0
1159,Google Shopping,Samsung S8,GREAT PHONE n I will recommended to I know,5.0
1160,Google Shopping,Samsung S8,"I was iPhone user for ten years and I never had any connection problem, wifi or making a call, I just switched to Samsung and wifi is disconnecting so many times consuming my data. I tried everything I found on forums but no solution yet. :(",1.0
1161,Google Shopping,Samsung S8,Awesome phone HATE I BIXBY and there should be some kind of touch config have to type real hard,4.0
1162,Google Shopping,Samsung S8,"Love the phone so far, longer battery life. Camera has always taken great photos.",5.0
1163,Google Shopping,Samsung S8,"Samsung Galaxy S8 appears to be all that was promised. I highly recommend it to anyone in the market looking to upgrade. My husband purchased the S8+ which is also a great phone but it if he could do it again he would not get the S8+ phone which is just a little too large, the size of the S8 is much better",5.0
1164,Google Shopping,Samsung S8,Was so glad to get a new phone. This phone does just what I need.,5.0
1165,Google Shopping,Samsung S8,"Pros: infinity display, display takes up most of screen, outstanding performance, no lag, dual Bluetooth connection with bt 5.0, dual quad core processors, camera way better than iPhone 7, more real tone pictures, fingerprint unlock without pushing home button first, etc... Cons: speaker needs integrated, notification bar needs integrated to a newer more futuristic look, needs more of an organized setting menu like marshmallow, needs a dedicated app or storage for contacts like AT&T used to have but did away with, etc...",5.0
1166,Google Shopping,Samsung S8,"This phone is great, I was worried about the curved screen because I've never had one before, but it is actually wonderful. The camera is great. The battery lasts for hours! I actually do not mind not having buttons at the bottom of the screen, the screen detects when you press where they would be and vibrates slightly to let you know it feels it. Not a bother at all. My only problem would be the fingerprint sensor, it only works about once every five times you try to use it. Sometimes it will not even work on certain fingers. It is slightly frustrating. Also, face recognition only recognizes me half of the time, if that. Other than the touchy biometrics, this phone is awesome and I would recommend it to anyone.",5.0
1167,Google Shopping,Samsung S8,"My S - 4 was just about as good as this phone , this thing locks up all the time , my S - 4 never locked up on me . If I was to do it over , the S - 8 would definitely not be in the top 3 or 5 phones to spend so much money on , don't really know what would be at this time !",3.0
1168,Google Shopping,Samsung S8,I like it so far. It froze up one time I hope it doesn't happen again.,5.0
1169,Google Shopping,Samsung S8,I went from the S5 to this. I love everything about this phone.,5.0
1170,Google Shopping,Samsung S8,"I have only been using a couple of weeks, so still feeling my way around. I am concerned that I have not yet found the protective accessories I want. Right now I have my silver phone in a black case (back and edges) with only a sheet of film protecting the front screen. This defeats the purpose of the edge technology. The right case is probably out there. Just haven't' found it yet.",5.0
1171,Google Shopping,Samsung S8,Awesome display. Takes great photos. New to Samsung user format so took some getting use to but no problems as of yet with solfware,4.0
1172,Google Shopping,Samsung S8,"Easy to use, quick and nice feel.",4.0
1173,Google Shopping,Samsung S8,Really glad that I decided to up grade my phone. Love the ease of using it. The sleek design is awesome.,5.0
1174,Google Shopping,Samsung S8,I've had my phone for a week. Not one issue,5.0
1175,Google Shopping,Samsung S8,This is a soft cover that will not protect your phone from drops.,1.0
1176,Google Shopping,Samsung S8,Nice phone and wonderful phone to have a new phone that just came out.,5.0
1177,Google Shopping,Samsung S8,"Excellent service, fast shipping and awesome device.",5.0
1178,Google Shopping,Samsung S8,Best display available. Great cameras. Super fast.,5.0
1179,Google Shopping,Samsung S8,I think it's great. And easy to use.,5.0
1180,Google Shopping,Samsung S8,Great phone so far. Easy to use and fun!,5.0
1181,Google Shopping,Samsung S8,this phone make me happy i recommend,5.0
1182,Google Shopping,Samsung S8,"This phone is amazing, I upgraded from the galaxy S5. And I am really happy with my new product. The bigger screen feels and looks amazing especially when watching videos and playing games.The phone design is superb, battery and camera are even better.",5.0
1183,Google Shopping,Samsung S8,Seems to be a good phone great camera Bluetooth range not good,4.0
1184,Google Shopping,Samsung S8,Replaced an Apple 6 with this phone and I'll never go back! The Samsung is head and shoulders above the Apple.Easy to navigate through all the features,5.0
1185,Google Shopping,Samsung S8,Love this phone! This perfectly on your hand great battery life and I like the iris recognition to unlock it. Very satisfied with this phone!,5.0
1186,Google Shopping,Samsung S8,"I love my new Samsung galaxy 8 phone. The person who help me, her name is Wendy. She is very helpful, nice she k re what she was talking about. The location of the store is in South gate.",5.0
1187,Google Shopping,Samsung S8,"Over all the phone is like most others but has some really good features. The fact that the wireless charging does not work at all and the DQA keeps stopping error that keeps coming up has still not been completely fixed lowers my rating. As for recommending, NO. Can not recommend a product that does not provided what it offers.",4.0
1188,Google Shopping,Samsung S8,Well the phone cool. But now error message DQA stops working. Not so cool for brand new phone. Plus has red tint and full screen display got some issues. Hopefully update will fix these issues. Come on samsung get it together,3.0
1189,Google Shopping,Samsung S8,"Well, I like the speed and picture quality and how this the phone is. I'm not thrilled with the curves, frustrated. Makes. It difficult to type and make corrections. I got locked out of accounts because of not able to use the keys. Correctly as they are on the curves.",3.0
1190,Google Shopping,Samsung S8,"Great phone to have,Very important phone to have a great. I recommend this phone to all my family Thanks samsung......",5.0
1191,Google Shopping,Samsung S8,"So far, love my S8. Camera is excellent, the battery lasts longer than the one in the S7, size is perfect, etc. Only drawback is the rounded edges when associated with the shiny and slick case. You need to have a rubber type case (non-slip)",5.0
1192,Google Shopping,Samsung S8,I'm still learning about my phone and all it can do but I'm already impressed. The easy customization and ease of use are unparalleled in my experience! Quite pleased with the shape and design as well.,5.0
1193,Google Shopping,Samsung S8,Love the new S8 and the Orchid Gray is beautiful.,5.0
1194,Google Shopping,Samsung S8,"It's a cool phone still learning how to use it. First off the camera is amazing both front, and back. Love the large screen and that it's water proof, and can hold a SD card any GB size I want. The down side is I hate that I can't use it as my remote control for my tv and all my electronics in my house any more. The eye scanner dosent work all the time the finger print works some times and it makes you us your pin it can't make up it's mind what it wants to do so it gives you an error code and says sorry half the time but when it works it works well so that's something I would change I don't like that the fingerprint scanner is on the back of the phone it's hard to use.",4.0
1195,Google Shopping,Samsung S8,"I'm a long time Samsung Galaxy user, i started with the s4, and I absolutely adore this phone. I was a little weary about the lack of a physical home button, but found that even though it is on the screen it looks and feels the same way a real home button did. All in all, the phone feels like what i imagine it feels like to own a Cadillac. 10/10 would reccommend.",5.0
1196,Google Shopping,Samsung S8,"My last phone was a Samsung Galaxy S5 and I loved it! I had broken the camera on it so it was time for a new phone. I hated to see it go, but the new Galaxy S8 was a smooth transition. Many of the features from my old one are still there, but the new ones Samsung has added are wonderful. And transferring all of my contacts, apps., etc., was extremely easy. The camera takes great pictures and the speed of opening things is very quick. I love the S8 and highly recommend it.",5.0
1197,Google Shopping,Samsung S8,I've never pre ordered a phone before but I'm so happy I did,5.0
1198,Google Shopping,Samsung S8,"Love this phone, it is so slim. Camera is great, it takes really good pictures & easy to use. It also has a place for an SD card. Bixby is new & very helpful. Security has stepped up ...so many different ways to set it up.",5.0
1199,Google Shopping,Samsung S8,excellent features....excellent service...really impressed.,5.0
1200,Google Shopping,Samsung S8,Awesome best customer service .,5.0
1201,Google Shopping,Samsung S8,"Never had the edge galaxy phones before, and i'm glad i held out for this phone. it's thin, easy to hold and slide in and out of pockets. it processes fast and the battery life is amazing! hopefully i can say that in six months!",5.0
1202,Google Shopping,Samsung S8,Best phone on the market and very easy to use!,5.0
1203,Google Shopping,Samsung S8,"Nice phone, when I can get it to wake up. Missed a phone call because it wouldn't wake up when the pholne rang. Swipe, tap, hit the home button, power button, and volume button... no dice. Happens about 50% of the time. Searched on google, other s8s are down oing the same thing.",4.0
1204,Google Shopping,Samsung S8,"I am in love with this phone. The orchids gray color is beautiful. The camera works great with a lot of added features like snapchat-like filters as well as moving pics. The screen is so crisp and clear. Just a gorgeous, well-designed phone. Battery life is awesome!",5.0
1205,Google Shopping,Samsung S8,This phone is absolute junk.,1.0
1206,Google Shopping,Samsung S8,"Phone feels fantastic in the hand. Feels very solid/well-built. Screen is beautiful. Watching videos on this device is amazing. Upgraded from an S5 to the S8. I always get Otterbox Defenders when I buy a new phone, those cases have probably saved me thousands of dollars. The 5 was enormous in the case. Even in the Otterbox, the 8 fits into my pocket easily. Much more narrow and thinner. UI works very well. Very responsive. I haven't noticed any lag. I don't have any issues with the finger print scanner location. Camera produces awesome pictures.",5.0
1207,Google Shopping,Samsung S8,I love the screen In the size of the phone in the apps that are easily-accessible,3.0
1208,Google Shopping,Samsung S8,"I like the Microsoft phone OS and I had hoped they would be serious about smart phones, but after plodding along with my MS 950 for a year and a half, I gave up and made the leap to Android and the Samsung S8. Wow what a difference. This is one impressive phone. I had pre-ordered it and have had it several days now. Everything worked right out of the box. It is quick on all fronts...OS, connectivity, battery charging. A great display and easily customizable organization. And the battery easily lasts a full day with decent usage. So far I am very happy with it. The only complaint is that I feel I have to put a case on it. While it is a great form-factor, the back is slippery and video tests on YouTube show it to be breakable if dropped. That kind of hides the beauty and feel of the body. Oh well.",5.0
1209,Google Shopping,Samsung S8,"Samsung, Google, and A.T all T. have apps going on this thing. I disabled all the automatic updates, yet something called ""launcher"" updated on its own. Still don't know what it was. After that, the phone froze up, I had 20 apps disappear and it kept restarting in a loop. I also couldn't get any of the recognition software to work. I think that was part of the issue as well, because the screen it would freeze on was my lock pattern screen/face recognition screen (which never worked!). So back it went to the store. Don't know if I'll try another one. Hope this one was just a lemon. Also, the phone has way too much stuff on it, and that's b/c of the 3 different brands competing on this phone. All the Samsung junk, the Google junk (that you need), and the loaded A.T and T bloatware. If iPhone had Swipe, I'd probably get one.",2.0
1210,Google Shopping,Samsung S8,Left apple for this and it was a good choice,5.0
1211,Google Shopping,Samsung S8,I love it except for the DQA error once you guys put a fix for that it will be a five but until that error stops popping up it is a 3,3.0
1212,Google Shopping,Samsung S8,"The messaging on the S8 doesn't work as previous releases of Galaxy phones. When you message on the S8, and you do an attachment, it changes it to two text messages instead of 1 in previous versions. This makes the message look weird to the people receiving it. I think this should be fixed and returned back to the way it was in prior Galaxy versions.",4.0
1213,Google Shopping,Samsung S8,I love the device however I may have to return it. Device constantly reboots at random times. I exchanged my first one and the new one has the same issue. Surprised nobody is mentioning this failure. Hope they fix it with an update soon.,3.0
1214,Google Shopping,Samsung S8,"Great phone. Love the infinity screen look to it. At first I thought that you couldn't use the old charging ports either but you can. In the box there is a small adapter included. One end plugs into the new charger port and goes into the phone and the other fits the old port types. We have a lot of the old chargers as well and at first I was annoyed by that until I discovered the adapter. Not really sure why they would change it, but pretty cool it at least came with the adapter.",4.0
1215,Google Shopping,Samsung S8,Great phone!! Camera is amazing!! My only complaint is Samsung changed the charging port on the Galaxy 8 so none of our other car chargers/any charger used for the 7 work on this phone!!,5.0
1216,Google Shopping,Samsung S8,"The S8 was an easy choice going from the 7 Edge because they're approximately the same size. The screen is taller but narrow which allows a better hold & more to see. The biometric security features such as fingerprints, face recognition & iris scan are flawless & have no delay. The camera front & back deliver great pictures & video as well as have countless preloaded filters for your disposal. The Edge & split screen feature adds to my convenience as I'm sure it being waterproof will but my 8 won't be going in any water. The battery balances out even with it's performance. Overall I'm pleased & can say it's put together quite well.",5.0
1217,Google Shopping,Samsung S8,Love it it's a great phone,5.0
1218,Google Shopping,Samsung S8,"This phone is simply amazing at first look, and when it comes to performance it backs up its looks. Amazing camera for pretty much any shot or video you take in pretty much any type of lighting conditions. Great features and love the new change up with the interface and/or theme presence. Only small knock is battery life but people have to remember this is a powerful device that is going to take a lot of power to run it. not to mention which has always been a knock on android devices for me is the amount of bloatware androids come stocked with..technically this phone packs 75% more power than an Iphone 7 but due to the all the bloatware Iphones benchmark almost comprable. But trust me comparing this phone to an iphone is like comparing a buick saturn to a porsche.",5.0
1219,Google Shopping,Samsung S8,"Call a vet cause this puppy is sick!! sleek, solid, comfortable, fast, brite, this is one awesome cellular unit!!",5.0
1220,Google Shopping,Samsung S8,Battery life is still subpar.,1.0
1221,Google Shopping,Samsung S8,"Great phone, lightweight, beautiful design and display. If i need to add anything to this phone i would say ""nothing"". The future of the phones is here and now!",5.0
1222,Google Shopping,Samsung S8,I preordered my Galaxy S8 in the Orchid Gray and I absolutely LOVE it! Lightweight and easy to navigate.,5.0
1223,Google Shopping,Samsung S8,"I've noticed that battery life is draining really fast on this phone. I've took in to service center and they've replaced the battery and even factory reset as they've suggested. now its worse than before. first 30 minutes of Facebook usage drains 15% of battery. note, I make sure there are no other apps running in the background. with 100% battery Charge, I get about 18 hrs usage estimates.(actually less than that). since battery was replaces and reset yet still having an issue. I think issues this phone, may be it's from bad batch. I've notified but not sure what Samsung will do.",1.0
1224,Google Shopping,Samsung S8,I am enjoying my phone the S6 is a nice phone the camera is amazing that picture is amazing the phone is wonderful that's what I need read out voicemail and all that,4.0
1225,Google Shopping,Samsung S8,"The Galaxy S6 edge does not keep a charge, it takes a long time to charge. I've had this phone for a little more than a month and it has frozen up on me twice and it's not that easy to reboot the phone. I have taken my phone off the charge at 100% and laid it down with no usage and the charge dropped to 60% in less than 3 hours. This is the worst Samsung ever. All other Samsungs that I've had have been great. I'm very disappointed with this 1. It was sent to me thru the insurance as a replacement for the S5 I had. Truly a waste.",2.0
1226,Google Shopping,Samsung S8,"It is a very pretty phone, camera is so cool and does all that the android phone is supposed to do , bad side is that it has a lag sometimes battery runs out vety fast ehen used for work pueposes, ai had to lower display brightnes deactivate amoled features, deactivate a whole bunch of services and many other things including usimg battery life saving features creating a lag on the phone to get close to what my old nexus 5 battery life does using all the features. compared to my old nexus 5 it has a lower perfomance and as mentioned battery life :( it is a very pretty phone though... Not bad, not good... it is an android phone.. :/",4.0
1227,Google Shopping,Samsung S8,"Do you want a phone with the ruggedness of a Lifeproof or Otterbox Case? Do you want the battery life that can last more than 12 hours with heavy usage? Want a screen that’s beautiful but not made of the cheapest glass someone can glue onto a frame? Those and so much more? Then I think the Galaxy S8 Active is for you. The battery life of the S8 Active is nothing short of great. It has a 4000 mAh battery that even with playing games and going on youtube for hours, I still have more than 50% battery within 12 hours. If you just keep this in your pocket and use it to listen to music, respond to texts here and there along with a few calls, this battery should easily last you a day if not more. For durability, it’s true, the raw screen itself is prone to scratches, but it’s definitely shatter/crack proof. I’ve dropped this thing on metal surfaces at a gym a few times and there are both no scratches and no cracks of any sort. The phone has a pretty rubber back with a metal frame with super-sturdy construction. If tight pants and phones don’t make a good combo, it’ll probably be because the pants break first. The only thing this thing needs to be really safe from any long-term exposure to wear and tear is a dedicated anti-scratch screen protector. Although in 1 year the phone may perform perfectly, the scratches on the screen may make it look like a 3 - 4 year old phone. The Cameras are great. The Back camera can go up to 12 mega pixels with a 4:3 aspect ratio, and 9.1 mega pixels with a 9:1 aspect ratio. The front facing camera can go up to 8 mega pixels with an aspect ratio of 4:3. The displace can scale from 1480x720, 2220x1080 and 2960x1440. I use 2220x1080, and the great detail for any application, videos, game, regular use, is way more for me than needed to satisfy my detail crave. Connectivity is standard but still good on this phone. You have a SIM/micro SD card slot in a form like the apple phones, a USB C port and something Apple phones lack, a 3.5 mm audio slot. Connecting to a PC is much easier compared to my old phone. The old phone I had would connect and disconnect from PC’s when trying to transfer files which got annoying to no end. But the OS on the S8 Active (probably same as the regular S8) allows you to easily switch connectivity modes to fix anything if you can’t transfer files correctly the first time. Processing power on this thing is great. It’s got a Qualcomm® Snapdragon™ 835 with 8 CPU cores. For most modern applications at the writing of this review, there isn’t much I can throw at it that it can’t go through easily. You can play games and multi-task at the expense of some battery life, but you can definitely do it. I’ve had no real problems with this phone, just amazement and satisfaction. If you just want a phone without needing to deal with a case and can take the blow of sacrificing the regular S8’s curved corner screen, then this phone is a serious must get.",5.0
1228,Google Shopping,Samsung S8,"After about 6 months my wife's phone, which was also a s7 active, was very glitchy to the point of almost being unusable. For example it was very slow to load anything, restarted on its own, apps that worked great stopped working, etc. I have had the S7 Active for a little over a year now and it was a great phone when I first got it. I loved this phone easily the best phone I have had, it looked great, was fast, ran like dream. But now that it is a year old its not so great anymore, mainly being its glitchy, slow, apps have issues running now, some apps barely work. What is sad to me is my old Galaxy Note 3, yes the beloved note 3, almost works better and runs more smoothly than my S7 Active now. Unfortunately I will likely have to upgrade to a new phone soon because the problems are slowly getting worse with each new update and patches. Sorry Samsung but when I get a new phone I will most likely get someone else's product.",4.0
1229,Google Shopping,Samsung S8,The best phone ever!!! Durable and up to speed with all the technological advances. Color is great quality.,5.0
1230,Google Shopping,Samsung S8,"Best display ever, great battery and performance .",5.0
1231,Google Shopping,Samsung S8,"I just received the device this week and due to the smooth surfaces, it slipped and fall on floor. I did not realize this earlier, even the back has some glass coating, which cracked. Not sure what's the point of glass on the back. That was not the case with the Samsung S7. Why would you have glass all around. The Speaker is placed at the right hand bottom corner, which is usually where I hold my phone and it gets blocked. I have to keep adjusting my hand and that make it a little difficult to hold it. The earphone is smaller, so unless you hold it correctly I cannot hear the caller at all. Another problem, their Gray looks like Blue. Not sure if it is just how it is. We are checking with Customer Service to see if this the right color though.",1.0
1232,Google Shopping,Samsung S8,"I've had this phone for over a year and have never had a problem with it. I had the S6 edge+ and thought the S7 was a down grade, then you came out with the S8 and the S8+. I buy nothing but Samsung and will never use anything else! All the updates just make it that much better!",5.0
1233,Google Shopping,Samsung S8,This phone is very good compared to other phones I've had I'm pleased with your warranty service and your repair to my device I would recommend this device to anyone and I would encourage them to purchase another galaxy my Samsung that's all I have for now thank you,4.0
1234,Google Shopping,Samsung S8,"Every Samsung product I've used, performance exceeded my expectation.",5.0
1235,Google Shopping,Samsung S8,"IVE HAVE SAMSUNG PHONES FOR AS LONG AS I CAN REMEMBER. I HAVE HAD THE GALAXY S8+ FOR 5 MONTHS NOW AND IM READY TO GET RID OF SAMSUNG PHONES.ITS SO SLOW, KEYBOARD IS SLOW, APPS ALWAYS CRASH. I WOULDNT RECCOMEND.",2.0
1236,Google Shopping,Samsung S8,I love how the pictures come out so clear. The timer features for the camara are awesome. I love that i can split the screen in case am doing 2 things at the same time,5.0
1237,Google Shopping,Samsung S8,Doesn't update email. Doesn't hold a charge you can never silence the key pad. I literally can go on and on about this sad excuse for a phone what a disappointment.,1.0
1238,Google Shopping,Samsung S8,"Product works well, only wish it didn't come with Bixby.",4.0
1239,Google Shopping,Samsung S8,Its an amazing phone in general but I'm having troubles with the battery life where it discharges way too quickly in a span of ten minutes. It can go to 60 from 100 after not using it and just walking around for a while. I wish I could get it fixed but overall good phone.,4.0
1240,Google Shopping,Samsung S8,The S8 is awesome overall people complain about the finger prints scanner but I think its fine besides the S9 is gonna have a pressure fingerprint scanner on the infinity screen.,5.0
1241,Google Shopping,Samsung S8,"This is really a good phone. At the time I got it probably the best phone on the market. I was m weigh alo to with my phone purchases and an not into gimmicks. The OS way great at the beginning, it's still good but Samsung has changed a few things that made it not quite as good as it was originally. Bixby feels a little forced at times and it can be difficult to escape Samsung's sales team. I have cracked my phone twice, even with an OtterBox. Bluetooth tends to be sketchy at times. Having to reconnect devices that have already been connected recently. I realize content can be lucrative but people on Samsung devices are not looking for an apple experience per se. The one on the negative I would have to say about the phone is the headphone jack does not hold eighth inch connectors very well.",4.0
1242,Google Shopping,Samsung S8,"The Galaxy S8 64GB (TracFone) Overall is Terrific for being the least expensive Galaxy S8. With the 2.45GHz CPU 4GB RAM Qualcomm Snapdragon 835 Processor and the OS Android 7.0 Nougat it's Performance & Features is High-Tech. See the Cyber World tnrough it's Beautiful 5.8"" Edgeless HD Display. And with additional features such as the Iris Scanner, Fingerprint Sensor & Samsung KNOX that provides RGB, Proximity & Geomagnetic Sensors to garuntee your Phones Privacy and Protection. But Aside from the High End Performance and Features, the Galaxy S8 is like a Butterfly.. Beautiful at site, but Some what Fragile to the touch(Figure Of Speach). With having a Front & Back Glass screen I highly recommend Getting a phone case ASAP. And I'd also recommend Getting Samsung+ Protection to cover accidental damages.",4.0
1243,Google Shopping,Samsung S8,I bought this phone back in May and I loved it since yesterday. Yesterday on Thanksgiving I was really busy and I forgot to charge my phone and it went completely dead on me. I had placed it on the charger and nothing happened it just remained dead. I tried troubleshooting it and still nothing the phone just remains dead and I'm now without a phone. Good thing I have insurance but I had to come out of pocket to cover the deductible even though this issue is not my fault. I did nothing to my phone except not charge it and this is just ridiculous!,2.0
1244,Google Shopping,Samsung S8,"Had Samsungs Galaxys since S3 came out. From S5 to S8 Samsung created inferior products. Only S3 and S4 were really good phones. Just got my S8, dropped it in the water and got the bubbles, which means it wasn't factory sealed well. Of course, next day it dies. You just can't ADVERTISE that "" it is water-resistant in up to 5 feet of water for up to 30 minutes. "" when the phone brakes immediately once you drop it in the water. Same thing happened with S6 active, S7 Active. I was ready to make the move to iPhone but I wanted to give Samsung one more chance with the S8. Again, I was disappointed.",1.0
1245,Google Shopping,Samsung S8,"I can't even call it a phone, because it does so much more. The phone has been great so far ... lots of features and lots of great photos. Plus, the browsing seems much faster, no matter what site I visit. Jury is still out on Bixby, but I haven't really used it. Otherwise, I would recommend it.",5.0
1246,Google Shopping,Samsung S8,"Would rate the the phone is 8 out of the 10 Screen is awesome. Just wish the top and bottom bezels were a bit smaller. The OS is a bit cluttered and overly complex for my taste Battery is better then average and boy do I love the fast charging. Fingerprint reader is horrible compared to my iphone. Phone has stayed super fast and had no issues with multitasking or playing any games what so ever. Overall it is a great phone. Just not sure it is for me. I wish the home button would be able to permanently stay on screen and love the tweak ability of the phone. And it seems to be a high quality, well built phone that will last years to come.",4.0
1247,Google Shopping,Samsung S8,"I find the S8+ to be a very good phone, screen is large and pretty clear. After having had the iphone for many years, I was ready to try something new. I have decided It's a bit cluttered for my taste, though. Finger print reader is a little awkward to use. I find the battery life is about average. I don't think you can go wrong picking this phone. It all boils done to preference. I really can't find anything negative to say about this phone.",4.0
1248,Google Shopping,Samsung S8,"The Samsung Galaxy S8+ is the best phone on the market. The battery life is amazing! It lasts all day and charges really fast! I've been using Android phones for years. But when the phones battery became non-removable I had to switch to an iPhone because my battery would drain before noon. It doesn't make sense to have a fancy phone that you can't use! As always, the screen resolution is crystal clear! Everything is vivid when I am watching a movie or going through my photos. My only wish is that they make the fingerprint reader in a more accessible location, like the Nexus 6P, but otherwise the phone is flawless.",5.0
1249,Google Shopping,Samsung S8,"this product is awesome, I will recommend this. Its very good.",2.0
1250,Google Shopping,Samsung S8,I know the phone is not a edge phone and that's ok but i don't like the way they changed the front of the phone around.,1.0
1251,Google Shopping,Samsung S8,The S8 is very dleek and the display is amazing. Battery life is greaf and the speed of the phone is by far the best yet!,5.0
